"","ec5_parent_uuid.tree","ec5_parent_uuid","ec5_uuid","created_at.stem","uploaded_at.stem","title.stem","Stem_number","Stem_distance","Angle_to_base","Angle_to_canopy","Stem_girth","created_at.tree","uploaded_at.tree","title.tree","Quarter","Distance_SamplePoint","Tree_Sp","Tag","lat_GPS_Location_tree","long_GPS_Location_tree","accuracy_GPS_Location_tree","UTM_Northing_GPS_Location_tree","UTM_Easting_GPS_Location_tree","UTM_Zone_GPS_Location_tree","Picture_ID","created_at","uploaded_at","title","Group","Date","Woodland","Transect","Sampling_point","lat_Point_GPS","long_Point_GPS","accuracy_Point_GPS","UTM_Northing_Point_GPS","UTM_Easting_Point_GPS","UTM_Zone_Point_GPS","Precentage_cover","Species_number","Max_height","Dominant_sp","Quadrat_photo"
"199","6fe588ee-91b6-4df5-84c8-621c3fa34929","76a51462-bb56-4f49-8817-568756e5b779","6e218b3a-e821-4778-b61d-37e7cdb8b1db","2025-10-06T15:25:35.000Z","2025-10-06T15:35:16.000Z",1,1,12,5,26,43,"2025-10-06T14:10:07.000Z","2025-10-06T15:35:14.000Z","QII","QII",8.6,"Salix sp. (Willow)",NA,51.412894,-0.651903,13,5698357,663288,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=76a51462-bb56-4f49-8817-568756e5b779_1759759799.jpg","2025-10-06T13:35:41.000Z","2025-10-06T15:35:00.000Z","2 T2 P3","2","06/10/2025","Mann's Copse","T2","P3",51.412941,-0.652026,5,5698362,663279,"30U",50,1,17,"Common Braken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6fe588ee-91b6-4df5-84c8-621c3fa34929_1759757710.jpg"
"200","6fe588ee-91b6-4df5-84c8-621c3fa34929","34611018-f488-4456-929f-134ad5831fee","3b571764-a42f-48b6-aff3-e883021c5dad","2025-10-06T15:24:30.000Z","2025-10-06T15:35:12.000Z",6,6,13.2,9,15,64,"2025-10-06T14:15:22.000Z","2025-10-06T15:35:02.000Z","QI","QI",13.2,"Salix sp. (Willow)",NA,51.413034,-0.65176,7,5698373,663297,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=34611018-f488-4456-929f-134ad5831fee_1759760091.jpg","2025-10-06T13:35:41.000Z","2025-10-06T15:35:00.000Z","2 T2 P3","2","06/10/2025","Mann's Copse","T2","P3",51.412941,-0.652026,5,5698362,663279,"30U",50,1,17,"Common Braken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6fe588ee-91b6-4df5-84c8-621c3fa34929_1759757710.jpg"
"201","74026bac-9cc6-40d2-a9b8-5a3b0d2046f4","dedaa7bf-7951-4362-b7a5-61a424f6c99b","5f889e9c-5174-4598-9803-28d073b0570e","2025-10-06T14:03:50.000Z","2025-10-06T15:34:23.000Z",3,3,12,11,24,35,"2025-10-06T13:11:09.000Z","2025-10-06T15:34:18.000Z","QIV","QIV",5.6,"Acer pseudoplatanus (Sycamore)",NA,51.412575,-0.653119,5,5698319,663204,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=dedaa7bf-7951-4362-b7a5-61a424f6c99b_1759756266.jpg","2025-10-06T12:29:44.000Z","2025-10-06T15:34:17.000Z","2 T1 P5","2","06/10/2025","Mann's Copse","T1","P5",51.412612,-0.653168,6,5698323,663201,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74026bac-9cc6-40d2-a9b8-5a3b0d2046f4_1759753780.jpg"
"202","74026bac-9cc6-40d2-a9b8-5a3b0d2046f4","dedaa7bf-7951-4362-b7a5-61a424f6c99b","d30249ae-caa1-4db1-a058-67a616dd8b39","2025-10-06T14:03:36.000Z","2025-10-06T15:34:21.000Z",2,2,12,11,24,40,"2025-10-06T13:11:09.000Z","2025-10-06T15:34:18.000Z","QIV","QIV",5.6,"Acer pseudoplatanus (Sycamore)",NA,51.412575,-0.653119,5,5698319,663204,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=dedaa7bf-7951-4362-b7a5-61a424f6c99b_1759756266.jpg","2025-10-06T12:29:44.000Z","2025-10-06T15:34:17.000Z","2 T1 P5","2","06/10/2025","Mann's Copse","T1","P5",51.412612,-0.653168,6,5698323,663201,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74026bac-9cc6-40d2-a9b8-5a3b0d2046f4_1759753780.jpg"
"203","74026bac-9cc6-40d2-a9b8-5a3b0d2046f4","dedaa7bf-7951-4362-b7a5-61a424f6c99b","bc866cd6-1d84-459c-b81b-c7c0eb8a93ca","2025-10-06T14:03:19.000Z","2025-10-06T15:34:20.000Z",1,1,12,11,24,32,"2025-10-06T13:11:09.000Z","2025-10-06T15:34:18.000Z","QIV","QIV",5.6,"Acer pseudoplatanus (Sycamore)",NA,51.412575,-0.653119,5,5698319,663204,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=dedaa7bf-7951-4362-b7a5-61a424f6c99b_1759756266.jpg","2025-10-06T12:29:44.000Z","2025-10-06T15:34:17.000Z","2 T1 P5","2","06/10/2025","Mann's Copse","T1","P5",51.412612,-0.653168,6,5698323,663201,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74026bac-9cc6-40d2-a9b8-5a3b0d2046f4_1759753780.jpg"
"204","74dbfe85-1ad0-465d-beb9-8f2d0744e59f","9b16bcbf-f703-4934-8f14-a6eac99e437d","1325860f-feb6-4180-b1fc-bf84f2fb1785","2025-10-06T13:48:00.000Z","2025-10-06T15:04:51.000Z",1,1,10,11,40,56,"2025-10-06T13:47:37.000Z","2025-10-06T15:04:49.000Z","QIV","QIV",3.65,"Ulmus sp. (Elm)",NA,51.414457,-0.649751,4,5698536,663432,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=9b16bcbf-f703-4934-8f14-a6eac99e437d_1759758454.jpg","2025-10-06T13:36:45.000Z","2025-10-06T15:04:36.000Z","6 T2 P1","6","06/10/2025","Farm wood","T2","P1",51.414328,-0.650772,2,5698519,663361,"30U",5,1,8,"Wood fern","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74dbfe85-1ad0-465d-beb9-8f2d0744e59f_1759757777.jpg"
"205","74dbfe85-1ad0-465d-beb9-8f2d0744e59f","83a9b51e-54c2-4b36-87aa-63bcb739849b","20d85f77-6178-4131-8ff0-614482e99e03","2025-10-06T13:40:00.000Z","2025-10-06T15:04:39.000Z",1,1,10,20,40,55,"2025-10-06T13:37:24.000Z","2025-10-06T15:04:37.000Z","QI","QI",0.62,"Acer pseudoplatanus (Sycamore)",NA,51.414435,-0.649748,4,5698534,663432,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83a9b51e-54c2-4b36-87aa-63bcb739849b_1759757842.jpg","2025-10-06T13:36:45.000Z","2025-10-06T15:04:36.000Z","6 T2 P1","6","06/10/2025","Farm wood","T2","P1",51.414328,-0.650772,2,5698519,663361,"30U",5,1,8,"Wood fern","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74dbfe85-1ad0-465d-beb9-8f2d0744e59f_1759757777.jpg"
"206","74dbfe85-1ad0-465d-beb9-8f2d0744e59f","5ed729b9-2841-487a-a643-d4d7f9730551","d934ee74-836e-4b6a-9ae4-4ce0447794a1","2025-10-06T13:45:15.000Z","2025-10-06T15:04:47.000Z",1,1,10,4,52,68,"2025-10-06T13:43:09.000Z","2025-10-06T15:04:45.000Z","QIII","QIII",4.7,"Acer pseudoplatanus (Sycamore)",NA,51.414452,-0.649786,3,5698535,663429,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5ed729b9-2841-487a-a643-d4d7f9730551_1759758186.jpg","2025-10-06T13:36:45.000Z","2025-10-06T15:04:36.000Z","6 T2 P1","6","06/10/2025","Farm wood","T2","P1",51.414328,-0.650772,2,5698519,663361,"30U",5,1,8,"Wood fern","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74dbfe85-1ad0-465d-beb9-8f2d0744e59f_1759757777.jpg"
"207","74dbfe85-1ad0-465d-beb9-8f2d0744e59f","5397f6b9-4fb2-4b84-b3c5-307a922b81be","5ae82c4f-77f1-44b6-ab6c-3228142c8585","2025-10-06T13:42:04.000Z","2025-10-06T15:04:43.000Z",1,1,10,15,43,121,"2025-10-06T13:40:53.000Z","2025-10-06T15:04:41.000Z","QII","QII",4,"Acer pseudoplatanus (Sycamore)",NA,51.414468,-0.649917,6,5698537,663420,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5397f6b9-4fb2-4b84-b3c5-307a922b81be_1759758049.jpg","2025-10-06T13:36:45.000Z","2025-10-06T15:04:36.000Z","6 T2 P1","6","06/10/2025","Farm wood","T2","P1",51.414328,-0.650772,2,5698519,663361,"30U",5,1,8,"Wood fern","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=74dbfe85-1ad0-465d-beb9-8f2d0744e59f_1759757777.jpg"
"208","763bedce-49aa-4bf2-9886-692a0abbc6da","5164b73c-db26-441a-8b68-13a206480391","6b679d13-5068-45a9-b1a8-efaef56122bf","2025-10-06T15:56:40.000Z","2025-10-06T16:41:24.000Z",2,2,10,10,65,136,"2025-10-06T15:53:40.000Z","2025-10-06T16:41:22.000Z","QII","QII",6.58,"Alnus sp (Alder)",NA,51.412091,-0.650491,9,5698271,663389,"30U","","2025-10-06T15:47:38.000Z","2025-10-06T16:41:16.000Z","8 T2 P5","8","06/10/2025","Gunnes's Thicket","T2","P5",51.41202,-0.650508,11,5698263,663388,"30U",5,3,14,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=763bedce-49aa-4bf2-9886-692a0abbc6da_1759765620.jpg"
"209","763bedce-49aa-4bf2-9886-692a0abbc6da","657a6ad4-216f-4eaf-9cc5-6b80bc3020fd","c82204c6-1ee7-400b-bc59-7c9c20fc71b3","2025-10-06T15:52:14.000Z","2025-10-06T16:41:20.000Z",2,2,11,10,65,105,"2025-10-06T15:49:54.000Z","2025-10-06T16:41:18.000Z","QI","QI",7.1,"Alnus sp (Alder)",NA,51.412104,-0.650602,7,5698272,663381,"30U","","2025-10-06T15:47:38.000Z","2025-10-06T16:41:16.000Z","8 T2 P5","8","06/10/2025","Gunnes's Thicket","T2","P5",51.41202,-0.650508,11,5698263,663388,"30U",5,3,14,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=763bedce-49aa-4bf2-9886-692a0abbc6da_1759765620.jpg"
"210","763bedce-49aa-4bf2-9886-692a0abbc6da","e8ae5562-bfce-42fe-b526-1c3c9e01c539","400320f3-b233-4f7c-8584-ba9101e1f856","2025-10-06T16:02:52.000Z","2025-10-06T16:41:32.000Z",3,3,12,8,54,114,"2025-10-06T16:01:35.000Z","2025-10-06T16:41:30.000Z","QIV","QIV",9.27,"Alnus sp (Alder)",NA,51.411955,-0.650604,9,5698256,663381,"30U","","2025-10-06T15:47:38.000Z","2025-10-06T16:41:16.000Z","8 T2 P5","8","06/10/2025","Gunnes's Thicket","T2","P5",51.41202,-0.650508,11,5698263,663388,"30U",5,3,14,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=763bedce-49aa-4bf2-9886-692a0abbc6da_1759765620.jpg"
"211","763bedce-49aa-4bf2-9886-692a0abbc6da","f81770c5-d7fd-4ddb-80f1-a6babe2dea8c","cc9dc937-98d9-412a-bf38-dd3d9efcffda","2025-10-06T15:59:14.000Z","2025-10-06T16:41:28.000Z",1,1,10,6,58,70,"2025-10-06T15:57:06.000Z","2025-10-06T16:41:26.000Z","QIII","QIII",6,"Acer sp. (Maple)",NA,51.412001,-0.650492,5,5698261,663389,"30U","","2025-10-06T15:47:38.000Z","2025-10-06T16:41:16.000Z","8 T2 P5","8","06/10/2025","Gunnes's Thicket","T2","P5",51.41202,-0.650508,11,5698263,663388,"30U",5,3,14,"grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=763bedce-49aa-4bf2-9886-692a0abbc6da_1759765620.jpg"
"212","7b8f1c33-c48a-45a9-b8a0-a32b9274729d","689bf25c-d033-4ea2-9abe-a6efc358cff8","011e36ee-d8bd-4797-9b10-9710586f529a","2025-10-06T13:26:07.000Z","2025-10-06T16:41:02.000Z",1,1,15,15,50,155,"2025-10-06T13:25:08.000Z","2025-10-06T16:41:01.000Z","QII","QII",4.6,"Quercus robur (Pedunculated Oak)",NA,51.411802,-0.650549,11,5698239,663386,"30U","","2025-10-06T13:22:33.000Z","2025-10-06T16:40:56.000Z","4 T1 P3","4","06/10/2025","Gunnes's Thicket","T1","P3",51.41182,-0.650603,5,5698241,663382,"30U",20,3,20,"Ground Ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=7b8f1c33-c48a-45a9-b8a0-a32b9274729d_1759756951.jpg"
"213","7b8f1c33-c48a-45a9-b8a0-a32b9274729d","9a23a2d2-e9d0-4ece-b30c-2e2dae21c350","00f78f45-76a8-4af9-be4a-c183fca0ce2d","2025-10-06T13:24:09.000Z","2025-10-06T16:40:59.000Z",1,1,15,9,48,127,"2025-10-06T13:23:23.000Z","2025-10-06T16:40:57.000Z","QI","QI",3,"Quercus robur (Pedunculated Oak)",NA,51.411795,-0.650582,4,5698238,663384,"30U","","2025-10-06T13:22:33.000Z","2025-10-06T16:40:56.000Z","4 T1 P3","4","06/10/2025","Gunnes's Thicket","T1","P3",51.41182,-0.650603,5,5698241,663382,"30U",20,3,20,"Ground Ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=7b8f1c33-c48a-45a9-b8a0-a32b9274729d_1759756951.jpg"
"214","7b8f1c33-c48a-45a9-b8a0-a32b9274729d","26b3f4fe-d462-417d-8820-f8e0f6d2fe4f","8c7c26a7-7ffe-4826-a60d-94d6a7034831","2025-10-06T13:27:29.000Z","2025-10-06T16:41:06.000Z",1,1,15,4,56,175,"2025-10-06T13:26:43.000Z","2025-10-06T16:41:04.000Z","QIII","QIII",9.2,"Quercus robur (Pedunculated Oak)",NA,51.411789,-0.650476,11,5698238,663391,"30U","","2025-10-06T13:22:33.000Z","2025-10-06T16:40:56.000Z","4 T1 P3","4","06/10/2025","Gunnes's Thicket","T1","P3",51.41182,-0.650603,5,5698241,663382,"30U",20,3,20,"Ground Ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=7b8f1c33-c48a-45a9-b8a0-a32b9274729d_1759756951.jpg"
"215","7b8f1c33-c48a-45a9-b8a0-a32b9274729d","0c0f1287-8325-461f-b1d7-63920bedc1c7","95fa4ed2-f874-41a2-aa49-0c13cb610228","2025-10-06T13:31:11.000Z","2025-10-06T16:41:09.000Z",1,1,15,10,65,185,"2025-10-06T13:30:15.000Z","2025-10-06T16:41:08.000Z","QIV","QIV",1.8,"Quercus robur (Pedunculated Oak)",2670,51.411773,-0.650602,5,5698236,663382,"30U","","2025-10-06T13:22:33.000Z","2025-10-06T16:40:56.000Z","4 T1 P3","4","06/10/2025","Gunnes's Thicket","T1","P3",51.41182,-0.650603,5,5698241,663382,"30U",20,3,20,"Ground Ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=7b8f1c33-c48a-45a9-b8a0-a32b9274729d_1759756951.jpg"
"216","82cc380f-51e6-4f8f-bcd8-c97677f35741","036af5cd-79f3-4aa7-8409-e01771bbf90d","b8b54ebf-691c-478a-9de5-4c61acc94480","2025-10-06T13:38:25.000Z","2025-10-06T16:34:49.000Z",2,2,10,6,38,197,"2025-10-06T13:37:27.000Z","2025-10-06T16:29:55.000Z","QII","QII",2.1,"Salix sp. (Willow)",NA,51.414732,-0.6449,17,5698577,663768,"30U","","2025-10-06T12:54:55.000Z","2025-10-06T16:29:44.000Z","3 T1 P1","3","06/10/2025","Nash's Copse","T1","P1",51.414765,-0.645027,23,5698581,663759,"30U",60,3,17,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=82cc380f-51e6-4f8f-bcd8-c97677f35741_1759755275.jpg"
"217","82cc380f-51e6-4f8f-bcd8-c97677f35741","9db89a68-47b0-43fe-a539-30d9df34b620","652aaf82-9061-4d49-8f56-fb71fc60a75a","2025-10-06T13:16:37.000Z","2025-10-06T16:29:50.000Z",1,1,10,7,73,130,"2025-10-06T13:14:06.000Z","2025-10-06T16:29:48.000Z","QIV","QIV",7.5,"Betula pendula (Silver Birch)",NA,51.414863,-0.64501,26,5698592,663760,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=9db89a68-47b0-43fe-a539-30d9df34b620_1759756438.jpg","2025-10-06T12:54:55.000Z","2025-10-06T16:29:44.000Z","3 T1 P1","3","06/10/2025","Nash's Copse","T1","P1",51.414765,-0.645027,23,5698581,663759,"30U",60,3,17,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=82cc380f-51e6-4f8f-bcd8-c97677f35741_1759755275.jpg"
"218","82cc380f-51e6-4f8f-bcd8-c97677f35741","4de6a200-7dcf-4696-8702-e35508732c7e","b06c637e-ff74-4d9e-92b2-f00193061781","2025-10-06T13:26:23.000Z","2025-10-06T16:29:53.000Z",2,2,10,11,45,38,"2025-10-06T13:19:58.000Z","2025-10-06T16:29:52.000Z","QI","QI",2.9,"Acer pseudoplatanus (Sycamore)",3878,51.414811,-0.644888,22,5698586,663769,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=4de6a200-7dcf-4696-8702-e35508732c7e_1759756794.jpg","2025-10-06T12:54:55.000Z","2025-10-06T16:29:44.000Z","3 T1 P1","3","06/10/2025","Nash's Copse","T1","P1",51.414765,-0.645027,23,5698581,663759,"30U",60,3,17,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=82cc380f-51e6-4f8f-bcd8-c97677f35741_1759755275.jpg"
"219","82cc380f-51e6-4f8f-bcd8-c97677f35741","969cbdff-94fc-4d5f-b027-12d116a52758","a13a4282-4369-4d59-820d-53d399c086e1","2025-10-06T13:04:15.000Z","2025-10-06T16:29:46.000Z",1,1,10,5,58,90,"2025-10-06T12:58:06.000Z","2025-10-06T16:29:45.000Z","QIII","QIII",8.6,"Quercus petraea (Sessile Oak)",NA,51.414737,-0.645008,18,5698578,663761,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=969cbdff-94fc-4d5f-b027-12d116a52758_1759755479.jpg","2025-10-06T12:54:55.000Z","2025-10-06T16:29:44.000Z","3 T1 P1","3","06/10/2025","Nash's Copse","T1","P1",51.414765,-0.645027,23,5698581,663759,"30U",60,3,17,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=82cc380f-51e6-4f8f-bcd8-c97677f35741_1759755275.jpg"
"220","83b1094d-012c-4e67-a087-ff25364dc73b","a2577bba-1079-4181-8a41-3ea05c7ab141","a8efb8a1-df9c-4ecb-87c7-d965c3dae99e","2025-10-06T13:11:48.000Z","2025-10-06T15:14:10.000Z",1,1,13,9,43,89,"2025-10-06T13:11:08.000Z","2025-10-06T15:14:08.000Z","QII","QII",17.3,"Betula pendula (Silver Birch)",NA,51.410318,-0.646509,4,5698083,663672,"30U","","2025-10-06T13:08:35.000Z","2025-10-06T15:14:06.000Z","Group 5 T1 P3","Group 5","06/10/2025","Elms Slope","T1","P3",51.410215,-0.646285,5,5698072,663688,"30U",1,3,5,"bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83b1094d-012c-4e67-a087-ff25364dc73b_1759756109.jpg"
"221","83b1094d-012c-4e67-a087-ff25364dc73b","159537c3-494e-4722-b040-9ef14bfa752e","8fa8f5fe-b5c7-47c0-b4d7-101789681c3c","2025-10-06T13:20:34.000Z","2025-10-06T15:14:18.000Z",3,3,NA,NA,NA,35,"2025-10-06T13:16:29.000Z","2025-10-06T15:14:12.000Z","QIV","QIV",16.62,"Acer pseudoplatanus (Sycamore)",NA,51.410366,-0.646204,5,5698089,663693,"30U","","2025-10-06T13:08:35.000Z","2025-10-06T15:14:06.000Z","Group 5 T1 P3","Group 5","06/10/2025","Elms Slope","T1","P3",51.410215,-0.646285,5,5698072,663688,"30U",1,3,5,"bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83b1094d-012c-4e67-a087-ff25364dc73b_1759756109.jpg"
"222","83b1094d-012c-4e67-a087-ff25364dc73b","159537c3-494e-4722-b040-9ef14bfa752e","eb3395c3-ae14-46d4-b8a7-0edaebb3de68","2025-10-06T13:20:24.000Z","2025-10-06T15:14:16.000Z",2,2,NA,NA,NA,37,"2025-10-06T13:16:29.000Z","2025-10-06T15:14:12.000Z","QIV","QIV",16.62,"Acer pseudoplatanus (Sycamore)",NA,51.410366,-0.646204,5,5698089,663693,"30U","","2025-10-06T13:08:35.000Z","2025-10-06T15:14:06.000Z","Group 5 T1 P3","Group 5","06/10/2025","Elms Slope","T1","P3",51.410215,-0.646285,5,5698072,663688,"30U",1,3,5,"bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83b1094d-012c-4e67-a087-ff25364dc73b_1759756109.jpg"
"223","83b1094d-012c-4e67-a087-ff25364dc73b","159537c3-494e-4722-b040-9ef14bfa752e","6449a4c7-0429-4373-b5e4-95c3a767e398","2025-10-06T13:20:10.000Z","2025-10-06T15:14:14.000Z",1,1,11.1,12,20,80,"2025-10-06T13:16:29.000Z","2025-10-06T15:14:12.000Z","QIV","QIV",16.62,"Acer pseudoplatanus (Sycamore)",NA,51.410366,-0.646204,5,5698089,663693,"30U","","2025-10-06T13:08:35.000Z","2025-10-06T15:14:06.000Z","Group 5 T1 P3","Group 5","06/10/2025","Elms Slope","T1","P3",51.410215,-0.646285,5,5698072,663688,"30U",1,3,5,"bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83b1094d-012c-4e67-a087-ff25364dc73b_1759756109.jpg"
"224","83b1094d-012c-4e67-a087-ff25364dc73b","159537c3-494e-4722-b040-9ef14bfa752e","9f4523c8-9ce9-4b62-9f1a-34b2f87c8035","2025-10-06T13:20:49.000Z","2025-10-06T15:14:20.000Z",4,4,NA,NA,NA,30,"2025-10-06T13:16:29.000Z","2025-10-06T15:14:12.000Z","QIV","QIV",16.62,"Acer pseudoplatanus (Sycamore)",NA,51.410366,-0.646204,5,5698089,663693,"30U","","2025-10-06T13:08:35.000Z","2025-10-06T15:14:06.000Z","Group 5 T1 P3","Group 5","06/10/2025","Elms Slope","T1","P3",51.410215,-0.646285,5,5698072,663688,"30U",1,3,5,"bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83b1094d-012c-4e67-a087-ff25364dc73b_1759756109.jpg"
"225","84f1c311-48da-44f5-a9a3-30e4680e9ed4","4f58ce30-a459-11f0-ae98-7f600dcee17d","7c64c9b0-a459-11f0-8321-03d7f3f79e7f","2025-10-08T15:14:29.000Z","2025-10-08T15:14:43.000Z",1,1,10,3,23,33,"2025-10-08T15:13:13.000Z","2025-10-08T15:13:35.000Z","QIV","QIV",7.52,"Crataegus monogyna (Hawthorn)",NA,51.408,-0.6452,4,5697828,663771,"30U","","2025-10-08T14:00:35.000Z","2025-10-08T14:13:23.000Z","7 T1 P4","7","06/10/2025","Elms Slope","T1","P4",51.40805,-0.64516,4,5697834,663774,"30U",1,1,11,"unknown","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=84f1c311-48da-44f5-a9a3-30e4680e9ed4_1759932010.jpg"
"226","84f1c311-48da-44f5-a9a3-30e4680e9ed4","39ae1540-a459-11f0-ae98-7f600dcee17d","68ef1930-a459-11f0-86f1-31d2d980a88d","2025-10-08T15:13:56.000Z","2025-10-08T15:14:23.000Z",1,1,10,9,28,53,"2025-10-08T15:12:37.000Z","2025-10-08T15:13:12.000Z","QI","QI",4.66,"Crataegus monogyna (Hawthorn)",NA,51.40803,-0.64518,4,5697832,663773,"30U","","2025-10-08T14:00:35.000Z","2025-10-08T14:13:23.000Z","7 T1 P4","7","06/10/2025","Elms Slope","T1","P4",51.40805,-0.64516,4,5697834,663774,"30U",1,1,11,"unknown","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=84f1c311-48da-44f5-a9a3-30e4680e9ed4_1759932010.jpg"
"227","8ab0fd06-efb3-4c67-9340-fd43962c01a6","e169d3f2-5ad2-4c83-82b5-5ce686e9f48a","b13fc445-37f8-45e5-9e2f-177109617b0c","2025-10-06T14:59:03.000Z","2025-10-06T16:40:15.000Z",5,5,10,10,77,250,"2025-10-06T14:57:10.000Z","2025-10-06T16:40:13.000Z","QIV","QIV",9.88,"Alnus sp (Alder)",NA,51.412226,-0.649741,13,5698288,663440,"30U","","2025-10-06T14:45:35.000Z","2025-10-06T16:39:56.000Z","8 T2 P1","8","06/10/2025","Gunnes's Thicket","T2","P1",51.412211,-0.649822,5,5698286,663435,"30U",30,3,18,"sedge","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8ab0fd06-efb3-4c67-9340-fd43962c01a6_1759761927.jpg"
"228","8ab0fd06-efb3-4c67-9340-fd43962c01a6","ce7170cd-9879-49cb-8f84-55981ce13108","0f29b327-e05f-4a68-a60a-427f4217b399","2025-10-06T14:51:43.000Z","2025-10-06T16:40:05.000Z",3,3,10,13,66,189,"2025-10-06T14:49:31.000Z","2025-10-06T16:40:02.000Z","QII","QII",6.67,"Alnus sp (Alder)",NA,51.41231,-0.649828,7,5698297,663434,"30U","","2025-10-06T14:45:35.000Z","2025-10-06T16:39:56.000Z","8 T2 P1","8","06/10/2025","Gunnes's Thicket","T2","P1",51.412211,-0.649822,5,5698286,663435,"30U",30,3,18,"sedge","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8ab0fd06-efb3-4c67-9340-fd43962c01a6_1759761927.jpg"
"229","8ab0fd06-efb3-4c67-9340-fd43962c01a6","54561d00-9fe7-4a45-90dc-b1fb6d476550","03dd0cdd-dbc7-4b9b-aa2d-19f4312e2f01","2025-10-06T14:47:08.000Z","2025-10-06T16:39:59.000Z",1,1,10,12,70,232,"2025-10-06T14:46:41.000Z","2025-10-06T16:39:57.000Z","QI","QI",3.57,"Alnus sp (Alder)",NA,51.412234,-0.649894,8,5698289,663430,"30U","","2025-10-06T14:45:35.000Z","2025-10-06T16:39:56.000Z","8 T2 P1","8","06/10/2025","Gunnes's Thicket","T2","P1",51.412211,-0.649822,5,5698286,663435,"30U",30,3,18,"sedge","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8ab0fd06-efb3-4c67-9340-fd43962c01a6_1759761927.jpg"
